left_split,left_index,left_category,left_text,right_split,right_index,right_category,right_text,similarity
train,5704,automatic_top_up,"If there isn't a lot of money left, will it automatically top-up money?",test,346,automatic_top_up,Will it automatically top-up money if there isn't a lot left?,0.934426
train,1138,top_up_limits,Can you tell me the limit for top ups?,test,740,top_up_limits,Can you tell me the limits for top ups?,0.933333
train,1853,apple_pay_or_google_pay,Can I top up with Google Pay?,test,2985,apple_pay_or_google_pay,How can I top up with Google Pay?,0.933333
train,1909,pending_top_up,Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.,test,654,pending_top_up,Can you please make my top up go through as soon as possible. I really need the money and it has been pending for an hour already.,0.933333
train,2162,reverted_card_payment,Was my card payment reverted?,test,2111,reverted_card_payment,Why was my card payment reverted?,0.933333
train,2670,declined_transfer,Transfer was declined.,test,1745,declined_transfer,My transfer was declined,0.933333
train,3026,disposable_card_limits,I have to make several disposable cards per day.,test,1379,disposable_card_limits,I have to have several disposable cards per day.,0.933333
train,4849,reverted_card_payment,My card payment was reverted,test,2081,reverted_card_payment,My card payment was reverted.  Why?,0.933333
train,5339,top_up_failed,"Um, my top up didn't work",test,2651,top_up_failed,My top up didn't work.,0.933333
train,5615,verify_top_up,Do I have to verify the top-up?,test,2381,verify_top_up,Why do I have to verify the top-up?,0.933333
train,6077,reverted_card_payment,My card payment was cancelled.  Why?,test,2083,reverted_card_payment,My card payment was cancelled.,0.933333
train,6513,country_support,I'm in the EU. Can I get one of your cards?,test,3049,country_support,Can I get one of your cards in the EU,0.933333
train,1428,getting_spare_card,Is it possible for me to give my daughter a second card for this account?,test,2436,getting_spare_card,Is it possible to give a second card for this account to my daughter?,0.932331
train,359,verify_my_identity,I need to verify my identity. How do I do that?,test,3002,verify_my_identity,"I need to verify my identity, but how do I do that?",0.931818
train,5567,activate_my_card,What is the process for activating my new card?,test,2871,activate_my_card,What is the process for activating my card?,0.931818
train,1887,edit_personal_details,How can I change my information?,test,1151,edit_personal_details,Can I change my information?,0.931034
train,4892,apple_pay_or_google_pay,How can I top up with Apple Pay?,test,2977,apple_pay_or_google_pay,can i top up with apple pay,0.931034
train,3371,verify_top_up,I can't find the top-up card verification code.,test,2383,verify_top_up,I can't find the top-up verification code.,0.930233
train,4034,lost_or_stolen_card,Someone stole my card!,test,1672,lost_or_stolen_phone,Someone stole my cards!,0.930233
train,2891,balance_not_updated_after_bank_transfer,My balance didn't change after I transferred some money.,test,2683,balance_not_updated_after_bank_transfer,Why didn't my balance change after I transferred some money?,0.929825
train,1380,cash_withdrawal_not_recognised,Some cash I didn't get shows in my app,test,2755,cash_withdrawal_not_recognised,Cash I didn't get shows in my app.,0.929577
train,3579,unable_to_verify_identity,I'm having trouble proving my identity,test,1216,unable_to_verify_identity,I am having trouble proving my identity.,0.929577
train,762,terminate_account,"I would like to delete my account now, please.",test,1883,terminate_account,I would like to delete my account please.,0.928571
train,866,automatic_top_up,Can I top-up automatically?,test,338,automatic_top_up,How can I top up automatically?,0.928571
train,2505,card_about_to_expire,"My card will expire next month, will I need to order a new one?",test,2949,card_about_to_expire,"Next month my card will expire, do I need to order a new one?",0.928571
train,3287,why_verify_identity,What is the identity check for?,test,1191,why_verify_identity,what is the identity check?,0.928571
train,3375,apple_pay_or_google_pay,Can I top-up my google pay?,test,2970,apple_pay_or_google_pay,How can I top up my Google Pay?,0.928571
train,5777,order_physical_card,Where are the cards delivered to,test,2496,order_physical_card,Where are cards delivered to?,0.928571
train,6323,top_up_reverted,Has my top-up been cancelled?,test,1037,top_up_reverted,My top-up has been cancelled.,0.928571
train,6509,verify_top_up,I CAN NOT FIND THE TOP-UP VERIFICATION CODE.,test,2383,verify_top_up,I can't find the top-up verification code.,0.928571
train,7534,top_up_by_cash_or_cheque,How can I top up with a cheque?,test,2442,top_up_by_cash_or_cheque,Can I top up with a cheque?,0.928571
train,241,wrong_exchange_rate_for_cash_withdrawal,The rate of exchange for my cash withdrawal is wrong.,test,2564,wrong_exchange_rate_for_cash_withdrawal,Exchange rate for my cash withdrawal is wrong,0.927835
train,3405,age_limit,Could I open an account for children?,test,493,age_limit,Could I open an account for my children?,0.927536
train,3673,declined_cash_withdrawal,"My cash withdrawal was declined, why?",test,1596,declined_cash_withdrawal,My cash withdrawl was declined why?,0.927536
train,6738,declined_cash_withdrawal,My cash withdrawal was declined.  Why?,test,1596,declined_cash_withdrawal,My cash withdrawl was declined why?,0.927536
train,3971,top_up_by_card_charge,What are the top up charges for all US cards?,test,2839,top_up_by_card_charge,What are the top up charges for US cards?,0.926829
train,2875,request_refund,Hello I changed my mind and really need a refund on something I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,test,1706,request_refund,Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get my money back. Please it's urgent.,0.926471
train,3919,apple_pay_or_google_pay,"I got my American Express in Apple Pay, why is top up not working in my country?",test,2987,apple_pay_or_google_pay,"I got my American Express in Apple Pay, why is top up not working?",0.926471
train,1917,terminate_account,I want to close my account now.,test,1887,terminate_account,I want to close my account,0.925926
train,4600,exchange_via_app,how can i exchange currencies,test,271,fiat_currency_support,Can I exchange currencies?,0.925926
train,4717,atm_support,Can I use this card at any ATM?,test,1477,atm_support,Can I use this card at an ATM?,0.925926
train,6341,supported_cards_and_currencies,Can I use my American Express card to add money into my account?,test,890,supported_cards_and_currencies,Can I use American Express to add money into my account?,0.925926
train,6262,virtual_card_not_working,i cannot get virtual card to work,test,2527,virtual_card_not_working,I cannot get my virtual card to work.,0.925373
train,964,why_verify_identity,"Can I use my account now, even though my identity verification has not gone through yet?",test,1178,why_verify_identity,"May I use my account now, even though the identity verification has not gone through yet?",0.925
train,4313,card_payment_wrong_exchange_rate,This exchange rate on my purchase is wrong.,test,124,card_payment_wrong_exchange_rate,The exchange rate on my purchase is wrong.,0.925
train,6468,disposable_card_limits,How many transactions can I do with a disposable card?,test,1398,disposable_card_limits,How many transactions can I do with one disposable card?,0.924528
train,107,apple_pay_or_google_pay,How can I top up with Google play?,test,2985,apple_pay_or_google_pay,How can I top up with Google Pay?,0.923077
train,2823,terminate_account,Please delete my account now.,test,1907,terminate_account,Please delete my account.,0.923077
train,2888,transaction_charged_twice,I have been charged twice for the same transaction.,test,1989,transaction_charged_twice,Why have I been charged twice for the same transaction?,0.923077
train,4147,unable_to_verify_identity,I am having trouble verifying my id.,test,1207,unable_to_verify_identity,I'm having trouble verifying my ID.,0.923077
train,5325,country_support,I am not in the UK can i get a card?,test,3074,country_support,"I'm not in the UK, can I get a card?",0.923077
train,5758,card_about_to_expire,"My card is about to expire, what do I do?",test,2938,card_about_to_expire,What do I do when my card is about to expire?,0.923077
train,5912,transfer_into_account,How can I transfer money into my account?,test,2355,transfer_into_account,How can I transfer money to my account?,0.923077
train,6354,pending_cash_withdrawal,Why is my cash withdrawal still showing as pending?,test,226,pending_cash_withdrawal,My cash withdrawal is still showing as pending.,0.923077
train,4412,exchange_charge,Will I be charged for exchanging foreign currencies?,test,2775,exchange_charge,Will I be charged a fee for exchanging foreign currencies?,0.921569
train,6776,why_verify_identity,Can I still use my account without verifying my identity?,test,1167,why_verify_identity,Can I use my account without verifying my identity?,0.921569
train,5582,wrong_exchange_rate_for_cash_withdrawal,When I got cash the exchange rate was wrong,test,2566,wrong_exchange_rate_for_cash_withdrawal,Why was the exchange rate wrong when I got cash,0.921348
train,5620,edit_personal_details,"I need to change my name, since i just got married",test,1148,edit_personal_details,I need to change my name since I got married,0.921348
train,595,transfer_into_account,How do I transfer money into my account?,test,2346,transfer_into_account,How do I transfer money to my account?,0.921053
train,2983,card_linking,How do I add a card on to the app?,test,53,card_linking,How do I add a card to the app?,0.920635
train,4492,order_physical_card,Do I get an actual card?,test,2518,order_physical_card,How do I get an actual card?,0.92
train,7170,exchange_rate,What are the exchange rates?,test,90,exchange_rate,what are exchange rates,0.92
train,2007,apple_pay_or_google_pay,"I got my American Express in Apple Pay, why is top up not working on my device?",test,2987,apple_pay_or_google_pay,"I got my American Express in Apple Pay, why is top up not working?",0.919708
train,115,reverted_card_payment,Why has my card payment been reversed?,test,2104,reverted_card_payment,Why has my card payment been reverted?,0.918919
train,3160,cancel_transfer,Is there any way to cancel my transfer,test,690,cancel_transfer,Is there any way to cancel a transfer?,0.918919
train,3976,get_disposable_virtual_card,Can I get a disposable virtual card?,test,2632,get_disposable_virtual_card,Where can I get a disposable virtual card?,0.918919
train,5166,pending_top_up,"My top up hasn't gone through yet, why?",test,656,pending_top_up,why hasn't my top up gone through yet,0.918919
train,6433,card_delivery_estimate,When can I expect to receive my card?,test,311,card_delivery_estimate,When can I expect to receive my new card?,0.918919
train,2198,topping_up_by_card,Is it possible to transfer money to my credit card?,test,1345,topping_up_by_card,Is it possible to use my credit card to transfer money?,0.918367
train,604,pending_card_payment,My card payment still pending,test,1602,pending_card_payment,My card payment is still pending.,0.918033
train,708,receiving_money,How can my friend send money to me?,test,2259,receiving_money,How can my friend send me money?,0.918033
train,2699,atm_support,I can use this card at which ATMs?,test,1474,atm_support,At which ATMs can I use this card?,0.918033
train,4838,transfer_fee_charged,Why was I charged for transferring money?,test,2206,transfer_fee_charged,Why was I charged extra for transferring money?,0.917647
train,314,pending_cash_withdrawal,Why is my ATM withdrawal still pending?,test,208,pending_cash_withdrawal,Why is my withdrawal still pending?,0.916667
train,2669,order_physical_card,Is there a charge for a physical card?,test,2489,order_physical_card,Is there a charge for physical cards,0.916667
train,3705,card_payment_fee_charged,Why was I charged an extra fee when using the card?,test,831,card_payment_fee_charged,Why was I charged an extra fee when using a card?,0.916667
train,6833,verify_source_of_funds,want to know where funds come from,test,2018,verify_source_of_funds,I want to know where the funds come from.,0.916667
train,7387,card_arrival,My card hasn't arrived.,test,30,card_arrival,My card hasn't arrived yet.,0.916667
train,4395,failed_transfer,"The transfer keeps rejected, I tried to transfer some money to friends but it keeps getting rejected for some reason, Would you please check the issue?",test,2298,failed_transfer,"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue ?",0.915966
train,1806,disposable_card_limits,How many times can I use my disposable card?,test,1393,disposable_card_limits,How many times can I use a disposable card?,0.915663
train,3875,virtual_card_not_working,This disposable virtual card is not working.,test,2549,virtual_card_not_working,My disposable virtual card is not working,0.915663
train,7818,failed_transfer,Why was I not able to complete my transfer?,test,2286,failed_transfer,Why was I not able to complete a transfer?,0.915663
train,2816,automatic_top_up,Is there a auto top-up option?,test,332,automatic_top_up,Is there an auto top-up option?,0.915254
train,3845,exchange_rate,What exchange rates do you use?,test,101,exchange_rate,What exchange rate do you use?,0.915254
train,4058,balance_not_updated_after_bank_transfer,Why isn't the transfer to my account showing up?,test,2704,balance_not_updated_after_bank_transfer,Why isn't the transfer on my account showing up?,0.914894
train,3558,declined_transfer,I tried to buy something online yesterday but it kept saying declined. Tried another time today but same thing happened. What's Broken?,test,1754,declined_transfer,I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's broken?,0.914573
train,724,pin_blocked,Where can I go to get my PIN unblocked?,test,559,pin_blocked,"
Where can I get my PIN unblocked?",0.914286
train,3534,supported_cards_and_currencies,How can I use my American Express to add money into my account?,test,888,supported_cards_and_currencies,Can I use my American Express to add money to my account?,0.914286
train,3579,unable_to_verify_identity,I'm having trouble proving my identity,test,1229,unable_to_verify_identity,I a having trouble proving my identity,0.914286
train,3673,declined_cash_withdrawal,"My cash withdrawal was declined, why?",test,1585,declined_cash_withdrawal,Why was my cash withdrawal declined?,0.914286
train,3883,disposable_card_limits,what is the amount of disposable cards I can have?,test,1369,disposable_card_limits,What is the amount of disposable cards I can have each day?,0.914286
train,6468,disposable_card_limits,How many transactions can I do with a disposable card?,test,2637,get_disposable_virtual_card,how many transactions can i make with a disposable card,0.914286
train,6738,declined_cash_withdrawal,My cash withdrawal was declined.  Why?,test,1585,declined_cash_withdrawal,Why was my cash withdrawal declined?,0.914286
train,6591,top_up_by_bank_transfer_charge,Can you tell me the cost of a transfer?,test,638,top_up_by_bank_transfer_charge,Can you tell me the total cost of a transfer?,0.91358
train,919,top_up_by_cash_or_cheque,Can I top up with cash,test,2463,top_up_by_cash_or_cheque,How can I top up with cash?,0.913043
train,2124,transfer_fee_charged,Why am I being charged for transferring money?,test,2211,transfer_fee_charged,Why am I being charged a fee for transferring money?,0.913043
train,3536,disposable_card_limits,How many disposable cards can I make in a day?,test,1383,disposable_card_limits,How many disposable cards can I make in a single day?,0.913043
train,3947,activate_my_card,Can I activate my card?,test,2866,activate_my_card,How can I activate my card>,0.913043
train,2163,fiat_currency_support,Is it possible to hold money in multiple currencies?,test,251,fiat_currency_support,Is it permissible to hold money in multiple currencies?,0.912621
train,90,verify_my_identity,"For the identity check, what kind of documents do I need to have?",test,3016,verify_my_identity,What kind of documents do I need for the identity check?,0.912281
train,4112,verify_my_identity,How can I verify my identity?,test,3003,verify_my_identity,How can I verify my indentity?,0.912281
train,4572,passcode_forgotten,How do I get the passcode reset?,test,1552,passcode_forgotten,How do I reset the passcode?,0.912281
train,7336,balance_not_updated_after_cheque_or_cash_deposit,"After my checque or cash deposit, my balance didn't update.",test,1063,balance_not_updated_after_cheque_or_cash_deposit,Why didn't my balance update after my cash or checque deposit?,0.912281
train,2409,transfer_fee_charged,I was charged a fee for a transfer.,test,2201,transfer_fee_charged,I was charged a fee for my transfer.,0.911765
train,4541,fiat_currency_support,Can I exchange my money for EUR?,test,250,fiat_currency_support,Where can I exchange my money for EUR?,0.911765
train,7427,beneficiary_not_allowed,I couldn't transfer to an account.,test,2181,beneficiary_not_allowed,I couldn't do a transfer to an account,0.911765
train,1685,transfer_timing,"In the US, how long is the wait for a transfer?",test,2061,transfer_timing,How long is the wait for a US transfer?,0.911392
train,2243,top_up_by_bank_transfer_charge,Will I be charged a fee for a SEPA transfer?,test,628,top_up_by_bank_transfer_charge,Will I be charged for a SEPA transfer?,0.911392
train,3047,activate_my_card,"I just got my new card, how do I activate it?",test,2878,activate_my_card,I got my new card. How do I activate it?,0.911392
train,4286,visa_or_mastercard,Can I choose between Visa and Mastercard?,test,1295,visa_or_mastercard,May I choose between Visa and Mastercard?,0.911392
train,7841,automatic_top_up,"If there isn't much money left over, will it top-up automatically?",test,352,automatic_top_up,Will it automatically top-up if there isn't much money left?,0.910569
train,1107,topping_up_by_card,How can I transfer money using my credit card?,test,1352,topping_up_by_card,How do i transfer money using my credit card?,0.909091
train,2753,failed_transfer,Did  my transfer fail?,test,2294,failed_transfer,Why did my transfer fail?,0.909091
train,2813,disposable_card_limits,How many disposable virtual cards can you have?,test,1387,disposable_card_limits,How many disposable virtual cards can I have?,0.909091
train,3603,unable_to_verify_identity,I can't verify my ID. Why?,test,1211,unable_to_verify_identity,I can't verify my ID.,0.909091
train,3978,order_physical_card,Where can the cards be delivered?,test,2515,order_physical_card,Where can cards be delivered?,0.909091
train,3979,card_not_working,What do I do?  My card is broken.,test,384,card_not_working,"My card is broke, what do I do?",0.909091
train,4544,activate_my_card,I would like to activate my card.,test,41,card_linking,I would like to reactivate my card.,0.909091
train,4679,get_physical_card,I do not have my pin yet,test,1242,get_physical_card,I do not have my pin,0.909091
train,4789,exchange_via_app,Can I exchange currencies with the app?,test,407,exchange_via_app,Can I exchange currencies with this app?,0.909091
train,5272,pending_transfer,I am still waiting for a transfer to show,test,1876,pending_transfer,I am still waiting for a money transfer to show,0.909091
train,2921,exchange_rate,What are the current exchange rates?,test,91,exchange_rate,What are the most current exchange rates?,0.906667
train,3091,why_verify_identity,Why do you need to verify my identity?,test,3001,verify_my_identity,What do you need to verify my identity?,0.906667
train,7176,card_swallowed,How can I get my card out of the ATM?,test,1929,card_swallowed,How can I get my card out of the damn ATM?,0.906667
train,3495,cancel_transfer,I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,test,686,cancel_transfer,"I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through",0.906404
train,198,reverted_card_payment,Why was my card payment reversed?,test,2111,reverted_card_payment,Why was my card payment reverted?,0.90625
train,1963,fiat_currency_support,Do you support fiat currencies?,test,242,fiat_currency_support,Do you support all fiat currencies?,0.90625
train,2912,declined_transfer,why did i get declined transfer,test,1732,declined_transfer,Why did I get a transfer declined?,0.90625
train,6077,reverted_card_payment,My card payment was cancelled.  Why?,test,2103,reverted_card_payment,Why was my card payment cancelled?,0.90625
train,7007,reverted_card_payment,"My card payment was reverted, why?",test,2111,reverted_card_payment,Why was my card payment reverted?,0.90625
train,847,activate_my_card,How can I activate my new card?,test,2866,activate_my_card,How can I activate my card>,0.90566
train,3397,verify_source_of_funds,Where do my fund come from?,test,2034,verify_source_of_funds,Where do my funds come from?,0.90566
train,3774,reverted_card_payment,What should I do if my card payment was cancelled?,test,2118,reverted_card_payment,"If my card payment is cancelled, what should I do?",0.905263
train,19,card_acceptance,Where do I pay with my debit or credit card?,test,987,card_acceptance,Where can I pay with my debit or credit card?,0.904762
train,284,topping_up_by_card,Can i top up by card?,test,1322,topping_up_by_card,How can I top up by card?,0.904762
train,6461,declined_cash_withdrawal,Why can't I get cash out?,test,1588,declined_cash_withdrawal,Why can't I get cash?,0.904762
train,7531,cash_withdrawal_charge,I was charged a fee for withdrawing cash.,test,2889,cash_withdrawal_charge,Why was I charged a fee for withdrawing cash?,0.904762
train,7991,pending_cash_withdrawal,Why do I still have a pending cash withdrawal?,test,220,pending_cash_withdrawal,Why do I have a pending cash withdrawal?,0.904762
train,597,exchange_rate,What is the current exchange rate?,test,119,exchange_rate,What is the current exchange rate for me?,0.90411
train,868,top_up_by_cash_or_cheque,Can I top up my account with a check?,test,2473,top_up_by_cash_or_cheque,Can I top up my account with a cheque?,0.90411
train,1380,cash_withdrawal_not_recognised,Some cash I didn't get shows in my app,test,2724,cash_withdrawal_not_recognised,My app shows some cash I didn't get.,0.90411
train,4424,edit_personal_details,I got married and need to change my name.,test,1126,edit_personal_details,got married and need to change name,0.90411
train,5672,pending_cash_withdrawal,Why is my cash withdrawal still pending?,test,208,pending_cash_withdrawal,Why is my withdrawal still pending?,0.90411
train,5734,activate_my_card,What do I do to activate my new card?,test,2842,activate_my_card,What do I need to do to activate my new card?,0.90411
train,1616,verify_top_up,The top-up card is verified how?,test,2386,verify_top_up,How is the top-up card verified?,0.903226
train,2823,terminate_account,Please delete my account now.,test,1886,terminate_account,Please delete my account right now!,0.903226
train,3077,top_up_limits,what is the most money i can top up?,test,751,top_up_limits,what is the most i can top up?,0.903226
train,4966,pending_top_up,Is there a reason my top-up has not gone through?,test,644,pending_top_up,Is there a reason my top up hasn't gone through,0.903226
train,6108,contactless_not_working,Why is my contactless not working?,test,578,contactless_not_working,My contactless is not working,0.903226
train,7780,direct_debit_payment_not_recognised,There is a direct debit payment on my account that I didn't authorize.,test,1509,direct_debit_payment_not_recognised,There's a direct debit on my account that I didn't authorize,0.903226
train,1676,top_up_by_card_charge,Are there fees for adding money with an International card?,test,2826,top_up_by_card_charge,Are there fees for adding money using an international card,0.902655
train,5944,get_disposable_virtual_card,How can I obtain a disposable virtual card?,test,2627,get_disposable_virtual_card,How do I obtain a disposable virtual card?,0.902439
train,1707,balance_not_updated_after_cheque_or_cash_deposit,"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?",test,1059,balance_not_updated_after_cheque_or_cash_deposit,"I Submitted a cheque couple days ago, nothing happened to my account yet.Would you please check What could be the possible issue?",0.902326
train,2129,cash_withdrawal_not_recognised,I did not get the cash that is showing up in my app.,test,2741,cash_withdrawal_not_recognised,Some cash is showing up in my app that I did not get.,0.901961
train,2135,request_refund,What is the refund process?,test,1715,request_refund,What's the refund process?,0.901961
train,3399,transfer_fee_charged,I thought transfers were free. Why was I charged to transfer?,test,2220,transfer_fee_charged,"I thought transfers were free, why was I charged a fee?",0.901961
train,4093,receiving_money,Can friends send me money?,test,2265,receiving_money,Can my friends send me money?,0.901961
train,4643,failed_transfer,My transfer didn't work! Help!,test,2282,failed_transfer,My transfer didn't work,0.901961
train,5336,apple_pay_or_google_pay,My Google pay top up isn't working.,test,2966,apple_pay_or_google_pay,Top up on my Google Pay isn't working.,0.901408
train,3592,balance_not_updated_after_bank_transfer,How long does it take for money to transfer?,test,1879,pending_transfer,How long does it take for a money transfer to show?,0.901099
train,6049,balance_not_updated_after_bank_transfer,Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet.,test,2692,balance_not_updated_after_bank_transfer,Hello I made a bank transfer couple hours ago from my UK account but it doesn't show up yet. Can you please check if everything is alright with it?,0.901099
train,1622,card_about_to_expire,What do I do if my card is about to expire?,test,2938,card_about_to_expire,What do I do when my card is about to expire?,0.9
train,1766,get_disposable_virtual_card,Where do I get a disposable virtual card?,test,2632,get_disposable_virtual_card,Where can I get a disposable virtual card?,0.9
train,2125,beneficiary_not_allowed,Why can't I transfer money to a beneficiery?,test,2175,beneficiary_not_allowed,Can I transfer money to a beneficiery?,0.9
train,2739,balance_not_updated_after_bank_transfer,How long does it take for a transfer to post,test,2063,transfer_timing,How long does it take for a transfer?,0.9
train,2816,automatic_top_up,Is there a auto top-up option?,test,342,automatic_top_up,Where is the auto top-up option?,0.9
train,3790,transfer_not_received_by_recipient,My transfer has not arrived.,test,841,transfer_not_received_by_recipient,My money transfer has not arrived.,0.9
train,4423,beneficiary_not_allowed,Why can't I transfer money to a beneficiary,test,2170,beneficiary_not_allowed,Why can't I transfer to a beneficiary?,0.9
train,5184,country_support,Is it possible to get a card when i'm not in the UK?,test,3055,country_support,Is it possible to get a card if I'm not in the UK?,0.9
train,5758,card_about_to_expire,"My card is about to expire, what do I do?",test,2926,card_about_to_expire,My card is about to expire. What do I need to do?,0.9
train,6170,pending_cash_withdrawal,my cash out is still pending,test,213,pending_cash_withdrawal,my atm cash out is still pending,0.9
train,6355,age_limit,How old do you need to be to open an account?,test,511,age_limit,How old do I need to be to open an account?,0.9
train,6563,disposable_card_limits,How many disposable cards am I allowed to have?,test,1370,disposable_card_limits,How many disposable cards per day am I allowed to have?,0.9
train,6778,top_up_by_card_charge,What top up charges are there for US cards?,test,2839,top_up_by_card_charge,What are the top up charges for US cards?,0.9
validation,1010,apple_pay_or_google_pay,Can I use my apple watch to top up?,test,2964,apple_pay_or_google_pay,Can I use my Apple Watch to to top up?,1.0
validation,858,declined_transfer,"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",test,1725,declined_transfer,Why do you keep declining my transfers?it was always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening.,0.988304
validation,1476,declined_transfer,Why did my transfer get declined?,test,1733,declined_transfer,Why did my my transfer get declined?,0.984615
validation,1859,disposable_card_limits,With one disposable card how many transactions can i do?,test,1398,disposable_card_limits,How many transactions can I do with one disposable card?,0.981481
validation,920,card_payment_not_recognised,There is a payment that is not mine in the App.,test,1108,card_payment_not_recognised,There is a payment in the App that is not mine.,0.975
validation,563,pending_transfer,How long will my transfer be pending for?,test,1872,pending_transfer,For how long will my transfer be pending?,0.974359
validation,595,transaction_charged_twice,"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",test,1993,transaction_charged_twice,"Looks like my card payment was duplicated. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",0.973404
validation,884,card_about_to_expire,What should I do once my card expires?,test,2934,card_about_to_expire,"Once my card expires, what should I do?",0.972973
validation,319,top_up_failed,For what reason did my top-up fail?,test,2648,top_up_failed,What reason did my top-up fail for?,0.970588
validation,1931,top_up_by_bank_transfer_charge,Is there a top up fee for transfer?,test,631,top_up_by_bank_transfer_charge,Is there a fee for transfer top-up?,0.955224
validation,1073,top_up_by_cash_or_cheque,How can I top up my account with a cheque?,test,2473,top_up_by_cash_or_cheque,Can I top up my account with a cheque?,0.948718
validation,995,passcode_forgotten,Need a new passcode.,test,1556,passcode_forgotten,I need a new passcode.,0.947368
validation,1212,verify_my_identity,What ID do I need to verify my identity?,test,3011,verify_my_identity,What do I need to verify my identity,0.945946
validation,1652,failed_transfer,Why hasn't my transfer gone through,test,1858,pending_transfer,Why hasn't my transfer gone through yet?,0.945946
validation,1801,cash_withdrawal_charge,"I was charged for a cash withdrawal, why?",test,2912,cash_withdrawal_charge,I was charged for a cash withdrawal.,0.945946
validation,1233,top_up_limits,is there a limit for top up?,test,754,top_up_limits,Is there a limit for top-ups?,0.945455
validation,105,wrong_amount_of_cash_received,Why didn't the ATM give me all my money,test,1589,declined_cash_withdrawal,Why didn't the ATM give me my money?,0.944444
validation,1428,why_verify_identity,Why do I need to verify my identity?,test,1193,why_verify_identity,Do I need to verify my identity?,0.939394
validation,1341,wrong_exchange_rate_for_cash_withdrawal,Why is the exchange rate so high? This should have been a much higher amount of cash for that to apply.,test,2572,wrong_exchange_rate_for_cash_withdrawal,Why is the exchange rate so exorbitant? This should have been a much higher amount of cash for that to apply.,0.938776
validation,858,declined_transfer,"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",test,1735,declined_transfer,"You keep declining my transfers? It's always been working really well so far, but when I tried to buy something just now the card got declined. I tried couple times already but same thing.",0.9375
validation,1342,lost_or_stolen_card,How do I report my card as lost or stolen?,test,470,lost_or_stolen_card,How do I report my card lost or stolen?,0.936709
validation,1050,lost_or_stolen_phone,What do I do if my phone was stolen?,test,1649,lost_or_stolen_phone,"My phone was stolen, what do I do?",0.935484
validation,1121,pending_cash_withdrawal,Why is my cash withdrawal pending?,test,223,pending_cash_withdrawal,Is my cash withdrawal pending?,0.935484
validation,1584,get_physical_card,Is the PIN separately delivered?,test,1241,get_physical_card,Is the PIN delivered separately?,0.935484
validation,1949,declined_card_payment,Why do you keep declining my payment?I tried several times with this card and it is just not working.,test,1839,declined_card_payment,Why do you keep declining my payment? I tried several times already with this card and it's just not working,0.935323
validation,624,top_up_reverted,Why has my top-up been reverted?,test,1035,top_up_reverted,Has my top up been reverted?,0.931034
validation,783,card_arrival,Is there a tracking number for the card you sent me?,test,39,card_arrival,Where is the tracking number for the card you sent me?,0.929293
validation,1000,lost_or_stolen_phone,Help!  What should I do?  My phone was stolen yesterday.,test,1641,lost_or_stolen_phone,My phone was stolen yesterday.  What should I do?,0.927835
validation,407,fiat_currency_support,What kind of fiat currencies are supported for holding and exchange?,test,256,fiat_currency_support,What fiat currencies are supported for holding and exchange?,0.926829
validation,1202,top_up_by_cash_or_cheque,Is there an option to top up with a cheque?,test,2445,top_up_by_cash_or_cheque,Is there an option to top up a with cheque?,0.926829
validation,1655,apple_pay_or_google_pay,"I got my American Express in Apple Pay, why is top up not working correctly?",test,2987,apple_pay_or_google_pay,"I got my American Express in Apple Pay, why is top up not working?",0.926471
validation,1513,receiving_money,Can my friend send me money?,test,2259,receiving_money,How can my friend send me money?,0.925926
validation,906,getting_virtual_card,Where do I order a virtual card?,test,930,getting_virtual_card,Where do I order a virtual card from?,0.925373
validation,308,country_support,"I'm not in the UK, but can I still get a card?",test,3046,country_support,"I'm not in the UK, can I still get a card?",0.925
validation,612,verify_source_of_funds,need to verify source of funds,test,2006,verify_source_of_funds,I need to verify my source of funds,0.923077
validation,721,exchange_charge,Is there a fee for exchanging currency?,test,2767,exchange_charge,Is there a fee for exchanging currencies?,0.923077
validation,1513,receiving_money,Can my friend send me money?,test,2265,receiving_money,Can my friends send me money?,0.923077
validation,1895,order_physical_card,Can I get a physical card,test,2501,order_physical_card,How can I get a physical card,0.923077
validation,546,country_support,I am in the EU. Can I get one of your cards?,test,3049,country_support,Can I get one of your cards in the EU,0.921053
